# ik  ibnd  E(eV)  inv_tau_SERTA(Ry)  inv_tau_MRTA(Ry)  tau_SERTA(fs)  tau_MRTA(fs)
   54814   2   -4.155053    1.816265E-04    1.450308E-04    2.663708E+02    3.335843E+02
   54815   2   -4.153041    1.819387E-04    1.448106E-04    2.659137E+02    3.340916E+02
   54816   2   -4.150561    1.823002E-04    1.445683E-04    2.653865E+02    3.346515E+02
   54817   2   -4.147605    1.827054E-04    1.442992E-04    2.647978E+02    3.352757E+02
   54818   2   -4.144166    1.831475E-04    1.439984E-04    2.641587E+02    3.359760E+02
   54819   2   -4.140239    1.836181E-04    1.436614E-04    2.634816E+02    3.367640E+02
   54820   2   -4.135816    1.840901E-04    1.432713E-04    2.628061E+02    3.376811E+02
   54821   2   -4.130891    1.844056E-04    1.427098E-04    2.623564E+02    3.390097E+02
   54822   2   -4.125457    1.837811E-04    1.413772E-04    2.632480E+02    3.422050E+02
   54823   2   -4.119511    1.790777E-04    1.368960E-04    2.701620E+02    3.534070E+02
   54824   2   -4.113051    1.619746E-04    1.230471E-04    2.986888E+02    3.931827E+02
   54825   2   -4.106074    1.221115E-04    9.225686E-05    3.961954E+02    5.244055E+02
   55093   2   -4.101206    1.031010E-04    7.986629E-05    4.692484E+02    6.057625E+02
   55094   2   -4.109449    1.538309E-04    1.201347E-04    3.145011E+02    4.027147E+02
   55095   2   -4.117177    1.767742E-04    1.392636E-04    2.736825E+02    3.473988E+02
   55096   2   -4.124381    1.831452E-04    1.456075E-04    2.641619E+02    3.322632E+02
   55097   2   -4.131058    1.845771E-04    1.480856E-04    2.621128E+02    3.267028E+02
   55098   2   -4.137205    1.851430E-04    1.498420E-04    2.613116E+02    3.228734E+02
   55099   2   -4.142821    1.856456E-04    1.514887E-04    2.606040E+02    3.193638E+02
   55100   2   -4.147910    1.861709E-04    1.530794E-04    2.598687E+02    3.160451E+02
   55101   2   -4.152473    1.867001E-04    1.545870E-04    2.591322E+02    3.129630E+02
   55102   2   -4.156516    1.872087E-04    1.559809E-04    2.584281E+02    3.101663E+02
   55103   2   -4.160044    1.876702E-04    1.572307E-04    2.577926E+02    3.077008E+02
   55104   2   -4.163062    1.880609E-04    1.583100E-04    2.572570E+02    3.056030E+02
   55105   2   -4.165577    1.883615E-04    1.591972E-04    2.568466E+02    3.038998E+02
   55106   2   -4.167594    1.885557E-04    1.598750E-04    2.565821E+02    3.026115E+02
   55107   2   -4.169117    1.886310E-04    1.603301E-04    2.564796E+02    3.017524E+02
   55108   2   -4.170151    1.885792E-04    1.605539E-04    2.565500E+02    3.013318E+02
   55109   2   -4.170700    1.883965E-04    1.605421E-04    2.567989E+02    3.013540E+02
   55110   2   -4.170765    1.796884E-04    1.479843E-04    2.692439E+02    3.269266E+02
   55111   2   -4.170346    1.798375E-04    1.477923E-04    2.690207E+02    3.273514E+02
   55112   2   -4.169444    1.800441E-04    1.475833E-04    2.687119E+02    3.278149E+02
   55113   2   -4.168056    1.803047E-04    1.473513E-04    2.683235E+02    3.283310E+02
   55114   2   -4.166180    1.806148E-04    1.470901E-04    2.678629E+02    3.289140E+02
   55115   2   -4.163811    1.809691E-04    1.467941E-04    2.673385E+02    3.295773E+02
   55116   2   -4.160946    1.813617E-04    1.464584E-04    2.667598E+02    3.303328E+02
   55117   2   -4.157577    1.817861E-04    1.460790E-04    2.661370E+02    3.311906E+02
   55118   2   -4.153700    1.822367E-04    1.456546E-04    2.654788E+02    3.321556E+02
   55119   2   -4.149309    1.827095E-04    1.451870E-04    2.647920E+02    3.332255E+02
   55120   2   -4.144399    1.831971E-04    1.446769E-04    2.640872E+02    3.344004E+02
   55121   2   -4.138966    1.836870E-04    1.441216E-04    2.633828E+02    3.356888E+02
   55122   2   -4.133006    1.840657E-04    1.434411E-04    2.628409E+02    3.372813E+02
   55123   2   -4.126518    1.834869E-04    1.419860E-04    2.636701E+02    3.407378E+02
   55124   2   -4.119502    1.776679E-04    1.364960E-04    2.723058E+02    3.544427E+02
   55125   2   -4.111960    1.543785E-04    1.177914E-04    3.133856E+02    4.107260E+02
   55126   2   -4.103897    1.023296E-04    7.763732E-05    4.727861E+02    6.231539E+02
   55392   2   -4.105286    1.307784E-04    1.016085E-04    3.699387E+02    4.761411E+02
   55393   2   -4.114102    1.697338E-04    1.330660E-04    2.850346E+02    3.635789E+02
   55394   2   -4.122401    1.813091E-04    1.435431E-04    2.668371E+02    3.370416E+02
   55395   2   -4.130174    1.833709E-04    1.466491E-04    2.638369E+02    3.299031E+02
   55396   2   -4.137411    1.838450E-04    1.484944E-04    2.631565E+02    3.258034E+02
   55397   2   -4.144108    1.842469E-04    1.502450E-04    2.625824E+02    3.220074E+02
   55398   2   -4.150261    1.847179E-04    1.519966E-04    2.619128E+02    3.182966E+02
   55399   2   -4.155870    1.852408E-04    1.537203E-04    2.611735E+02    3.147274E+02
   55400   2   -4.160935    1.857868E-04    1.553788E-04    2.604061E+02    3.113681E+02
   55401   2   -4.165458    1.863255E-04    1.569348E-04    2.596531E+02    3.082808E+02
   55402   2   -4.169443    1.868311E-04    1.583559E-04    2.589504E+02    3.055144E+02
   55403   2   -4.172894    1.872782E-04    1.596119E-04    2.583323E+02    3.031103E+02
   55404   2   -4.175814    1.876443E-04    1.606769E-04    2.578282E+02    3.011012E+02
   55405   2   -4.178209    1.879109E-04    1.615297E-04    2.574624E+02    2.995115E+02
   55406   2   -4.180083    1.880630E-04    1.621536E-04    2.572543E+02    2.983590E+02
   55407   2   -4.181439    1.880894E-04    1.625366E-04    2.572181E+02    2.976561E+02
   55408   2   -4.182281    1.879836E-04    1.626709E-04    2.573629E+02    2.974102E+02
   55409   2   -4.182611    1.877432E-04    1.625538E-04    2.576924E+02    2.976245E+02
   55410   2   -4.182429    1.787554E-04    1.502870E-04    2.706491E+02    3.219175E+02
   55411   2   -4.181735    1.789697E-04    1.500730E-04    2.703250E+02    3.223765E+02
   55412   2   -4.180530    1.792350E-04    1.498232E-04    2.699249E+02    3.229140E+02
   55413   2   -4.178810    1.795460E-04    1.495308E-04    2.694574E+02    3.235453E+02
   55414   2   -4.176574    1.798967E-04    1.491899E-04    2.689321E+02    3.242847E+02
   55415   2   -4.173816    1.802806E-04    1.487954E-04    2.683594E+02    3.251446E+02
   55416   2   -4.170534    1.806910E-04    1.483437E-04    2.677499E+02    3.261346E+02
   55417   2   -4.166722    1.811217E-04    1.478336E-04    2.671133E+02    3.272597E+02
   55418   2   -4.162378    1.815672E-04    1.472670E-04    2.664577E+02    3.285190E+02
   55419   2   -4.157496    1.820220E-04    1.466466E-04    2.657920E+02    3.299088E+02
   55420   2   -4.152073    1.824838E-04    1.459796E-04    2.651195E+02    3.314162E+02
   55421   2   -4.146109    1.829504E-04    1.452747E-04    2.644432E+02    3.330242E+02
   55422   2   -4.139602    1.834103E-04    1.445322E-04    2.637802E+02    3.347351E+02
   55423   2   -4.132553    1.836931E-04    1.436286E-04    2.633741E+02    3.368411E+02
   55424   2   -4.124967    1.822008E-04    1.413328E-04    2.655312E+02    3.423126E+02
   55425   2   -4.116848    1.706299E-04    1.313227E-04    2.835376E+02    3.684056E+02
   55426   2   -4.108206    1.306224E-04    9.984417E-05    3.703805E+02    4.845551E+02
   55691   2   -4.108367    1.479996E-04    1.151690E-04    3.268927E+02    4.200783E+02
   55692   2   -4.117755    1.765268E-04    1.387401E-04    2.740660E+02    3.487096E+02
   55693   2   -4.126629    1.822528E-04    1.447902E-04    2.654554E+02    3.341387E+02
   55694   2   -4.134976    1.829203E-04    1.469125E-04    2.644868E+02    3.293117E+02
   55695   2   -4.142784    1.831650E-04    1.486891E-04    2.641334E+02    3.253770E+02
   55696   2   -4.150044    1.835058E-04    1.505117E-04    2.636430E+02    3.214368E+02
   55697   2   -4.156751    1.839457E-04    1.523676E-04    2.630124E+02    3.175215E+02
   55698   2   -4.162899    1.844561E-04    1.542177E-04    2.622847E+02    3.137124E+02
   55699   2   -4.168487    1.850060E-04    1.560211E-04    2.615050E+02    3.100863E+02
   55700   2   -4.173514    1.855666E-04    1.577389E-04    2.607151E+02    3.067093E+02
   55701   2   -4.177981    1.861085E-04    1.593338E-04    2.599559E+02    3.036394E+02
   55702   2   -4.181891    1.866058E-04    1.607722E-04    2.592632E+02    3.009226E+02
   55703   2   -4.185245    1.870341E-04    1.620244E-04    2.586694E+02    2.985970E+02
   55704   2   -4.188046    1.873722E-04    1.630647E-04    2.582026E+02    2.966921E+02
   55705   2   -4.190299    1.876024E-04    1.638724E-04    2.578859E+02    2.952297E+02
   55706   2   -4.192006    1.877108E-04    1.644316E-04    2.577369E+02    2.942257E+02
   55707   2   -4.193169    1.876879E-04    1.647311E-04    2.577684E+02    2.936908E+02
   55708   2   -4.193791    1.875284E-04    1.647647E-04    2.579876E+02    2.936309E+02
   55709   2   -4.193872    1.779011E-04    1.528818E-04    2.719488E+02    3.164536E+02
   55710   2   -4.193414    1.781261E-04    1.526770E-04    2.716054E+02    3.168781E+02
   55711   2   -4.192415    1.783991E-04    1.524227E-04    2.711897E+02    3.174068E+02
   55712   2   -4.190875    1.787143E-04    1.521114E-04    2.707114E+02    3.180564E+02
   55713   2   -4.188792    1.790650E-04    1.517366E-04    2.701812E+02    3.188419E+02
   55714   2   -4.186163    1.794442E-04    1.512932E-04    2.696103E+02    3.197763E+02
   55715   2   -4.182985    1.798446E-04    1.507779E-04    2.690100E+02    3.208694E+02
   55716   2   -4.179256    1.802597E-04    1.501897E-04    2.683906E+02    3.221259E+02
   55717   2   -4.174973    1.806833E-04    1.495307E-04    2.677614E+02    3.235455E+02
   55718   2   -4.170132    1.811097E-04    1.488051E-04    2.671309E+02    3.251232E+02
   55719   2   -4.164734    1.815359E-04    1.480208E-04    2.665038E+02    3.268460E+02
   55720   2   -4.158776    1.819595E-04    1.471876E-04    2.658833E+02    3.286963E+02
   55721   2   -4.152260    1.823817E-04    1.463177E-04    2.652678E+02    3.306504E+02
   55722   2   -4.145188    1.828044E-04    1.454243E-04    2.646545E+02    3.326816E+02
   55723   2   -4.137566    1.832007E-04    1.444954E-04    2.640819E+02    3.348204E+02
   55724   2   -4.129399    1.830148E-04    1.431037E-04    2.643502E+02    3.380764E+02
   55725   2   -4.120697    1.774191E-04    1.375375E-04    2.726877E+02    3.517586E+02
   55726   2   -4.111472    1.482114E-04    1.139952E-04    3.264256E+02    4.244040E+02
   55990   2   -4.110422    1.572915E-04    1.224309E-04    3.075817E+02    3.951616E+02
   55991   2   -4.120377    1.792507E-04    1.410428E-04    2.699013E+02    3.430165E+02
   55992   2   -4.129825    1.823134E-04    1.451204E-04    2.653672E+02    3.333784E+02
   55993   2   -4.138750    1.824950E-04    1.469605E-04    2.651032E+02    3.292042E+02
   55994   2   -4.147135    1.826313E-04    1.487575E-04    2.649053E+02    3.252273E+02
   55995   2   -4.154968    1.829063E-04    1.506436E-04    2.645070E+02    3.211553E+02
   55996   2   -4.162241    1.833013E-04    1.525893E-04    2.639371E+02    3.170603E+02
   55997   2   -4.168944    1.837843E-04    1.545524E-04    2.632434E+02    3.130330E+02
   55998   2   -4.175074    1.843259E-04    1.564918E-04    2.624698E+02    3.091535E+02
   55999   2   -4.180626    1.848955E-04    1.583653E-04    2.616613E+02    3.054961E+02
   56000   2   -4.185599    1.854641E-04    1.601329E-04    2.608591E+02    3.021240E+02
   56001   2   -4.189992    1.860035E-04    1.617566E-04    2.601026E+02    2.990914E+02
   56002   2   -4.193806    1.864879E-04    1.632022E-04    2.594271E+02    2.964420E+02
   56003   2   -4.197042    1.868938E-04    1.644400E-04    2.588636E+02    2.942107E+02
   56004   2   -4.199702    1.872009E-04    1.654444E-04    2.584390E+02    2.924245E+02
   56005   2   -4.201788    1.873925E-04    1.661954E-04    2.581747E+02    2.911031E+02
   56006   2   -4.203301    1.874560E-04    1.666778E-04    2.580873E+02    2.902607E+02
   56007   2   -4.204243    1.873832E-04    1.668815E-04    2.581875E+02    2.899063E+02
   56008   2   -4.204615    1.871706E-04    1.668019E-04    2.584807E+02    2.900447E+02
   56009   2   -4.204418    1.774937E-04    1.553633E-04    2.725731E+02    3.113992E+02
   56010   2   -4.203652    1.777784E-04    1.551205E-04    2.721366E+02    3.118866E+02
   56011   2   -4.202317    1.781017E-04    1.548053E-04    2.716426E+02    3.125215E+02
   56012   2   -4.200410    1.784563E-04    1.544105E-04    2.711028E+02    3.133207E+02
   56013   2   -4.197932    1.788346E-04    1.539306E-04    2.705293E+02    3.142976E+02
   56014   2   -4.194880    1.792291E-04    1.533623E-04    2.699338E+02    3.154621E+02
   56015   2   -4.191252    1.796328E-04    1.527055E-04    2.693272E+02    3.168190E+02
   56016   2   -4.187047    1.800390E-04    1.519626E-04    2.687195E+02    3.183678E+02
   56017   2   -4.182264    1.804421E-04    1.511392E-04    2.681192E+02    3.201023E+02
   56018   2   -4.176903    1.808382E-04    1.502441E-04    2.675319E+02    3.220093E+02
   56019   2   -4.170965    1.812247E-04    1.492885E-04    2.669614E+02    3.240706E+02
   56020   2   -4.164452    1.816021E-04    1.482860E-04    2.664066E+02    3.262614E+02
   56021   2   -4.157368    1.819727E-04    1.472514E-04    2.658641E+02    3.285537E+02
   56022   2   -4.149718    1.823442E-04    1.462020E-04    2.653224E+02    3.309121E+02
   56023   2   -4.141511    1.827163E-04    1.451458E-04    2.647821E+02    3.333200E+02
   56024   2   -4.132758    1.828847E-04    1.439284E-04    2.645382E+02    3.361394E+02
   56025   2   -4.123471    1.799262E-04    1.402865E-04    2.688880E+02    3.448656E+02
   56026   2   -4.113667    1.575558E-04    1.217820E-04    3.070659E+02    3.972671E+02
   56288   2   -4.100451    9.751068E-05    7.505466E-05    4.961508E+02    6.445969E+02
   56289   2   -4.111436    1.613083E-04    1.254277E-04    2.999226E+02    3.857202E+02
   56290   2   -4.121948    1.803460E-04    1.418716E-04    2.682621E+02    3.410125E+02
   56291   2   -4.131965    1.822515E-04    1.451403E-04    2.654573E+02    3.333326E+02
   56292   2   -4.141464    1.822006E-04    1.468916E-04    2.655315E+02    3.293586E+02
   56293   2   -4.150428    1.822335E-04    1.487071E-04    2.654836E+02    3.253374E+02
   56294   2   -4.158841    1.824295E-04    1.506398E-04    2.651983E+02    3.211635E+02
   56295   2   -4.166688    1.827620E-04    1.526553E-04    2.647158E+02    3.169233E+02
   56296   2   -4.173959    1.832027E-04    1.547149E-04    2.640791E+02    3.127043E+02
   56297   2   -4.180646    1.837204E-04    1.567756E-04    2.633349E+02    3.085939E+02
   56298   2   -4.186742    1.842857E-04    1.587946E-04    2.625272E+02    3.046703E+02
   56299   2   -4.192241    1.848682E-04    1.607285E-04    2.617000E+02    3.010046E+02
   56300   2   -4.197141    1.854393E-04    1.625358E-04    2.608941E+02    2.976576E+02
   56301   2   -4.201440    1.859711E-04    1.641777E-04    2.601479E+02    2.946807E+02
   56302   2   -4.205137    1.864381E-04    1.656192E-04    2.594963E+02    2.921159E+02
   56303   2   -4.208231    1.868166E-04    1.668294E-04    2.589706E+02    2.899969E+02
   56304   2   -4.210724    1.870857E-04    1.677817E-04    2.585981E+02    2.883509E+02
   56305   2   -4.212616    1.872291E-04    1.684557E-04    2.584000E+02    2.871971E+02
   56306   2   -4.213907    1.872371E-04    1.688389E-04    2.583890E+02    2.865454E+02
   56307   2   -4.214599    1.871071E-04    1.689264E-04    2.585684E+02    2.863970E+02
   56308   2   -4.214692    1.770184E-04    1.580646E-04    2.733050E+02    3.060773E+02
   56309   2   -4.214186    1.773263E-04    1.578582E-04    2.728304E+02    3.064775E+02
   56310   2   -4.213081    1.776725E-04    1.575659E-04    2.722988E+02    3.070462E+02
   56311   2   -4.211376    1.780442E-04    1.571751E-04    2.717303E+02    3.078096E+02
   56312   2   -4.209072    1.784311E-04    1.566780E-04    2.711411E+02    3.087861E+02
   56313   2   -4.206167    1.788259E-04    1.560722E-04    2.705424E+02    3.099848E+02
   56314   2   -4.202661    1.792229E-04    1.553589E-04    2.699432E+02    3.114079E+02
   56315   2   -4.198554    1.796163E-04    1.545427E-04    2.693520E+02    3.130526E+02
   56316   2   -4.193846    1.800006E-04    1.536307E-04    2.687769E+02    3.149111E+02
   56317   2   -4.188539    1.803716E-04    1.526331E-04    2.682240E+02    3.169692E+02
   56318   2   -4.182635    1.807266E-04    1.515628E-04    2.676972E+02    3.192075E+02
   56319   2   -4.176138    1.810654E-04    1.504350E-04    2.671963E+02    3.216007E+02
   56320   2   -4.169053    1.813898E-04    1.492655E-04    2.667185E+02    3.241203E+02
   56321   2   -4.161387    1.817063E-04    1.480724E-04    2.662539E+02    3.267320E+02
   56322   2   -4.153151    1.820233E-04    1.468721E-04    2.657901E+02    3.294023E+02
   56323   2   -4.144355    1.823525E-04    1.456804E-04    2.653104E+02    3.320968E+02
   56324   2   -4.135014    1.826033E-04    1.444288E-04    2.649459E+02    3.349746E+02
   56325   2   -4.125146    1.807032E-04    1.415052E-04    2.677318E+02    3.418956E+02
   56326   2   -4.114769    1.614189E-04    1.252219E-04    2.997171E+02    3.863541E+02
   56327   2   -4.103906    9.751068E-05    7.505466E-05    4.961508E+02    6.445969E+02
   56588   2   -4.111400    1.614189E-04    1.252219E-04    2.997171E+02    3.863541E+02
   56589   2   -4.122456    1.807549E-04    1.419657E-04    2.676553E+02    3.407865E+02
   56590   2   -4.133030    1.822585E-04    1.450114E-04    2.654472E+02    3.336289E+02
   56591   2   -4.143098    1.820431E-04    1.467247E-04    2.657613E+02    3.297332E+02
   56592   2   -4.152638    1.819603E-04    1.485444E-04    2.658822E+02    3.256939E+02
   56593   2   -4.161630    1.820597E-04    1.505032E-04    2.657369E+02    3.214549E+02
   56594   2   -4.170058    1.823137E-04    1.525683E-04    2.653668E+02    3.171039E+02
   56595   2   -4.177906    1.826943E-04    1.547031E-04    2.648140E+02    3.127280E+02
   56596   2   -4.185161    1.831721E-04    1.568667E-04    2.641231E+02    3.084148E+02
   56597   2   -4.191815    1.837171E-04    1.590151E-04    2.633396E+02    3.042478E+02
   56598   2   -4.197859    1.842994E-04    1.611037E-04    2.625076E+02    3.003035E+02
   56599   2   -4.203287    1.848890E-04    1.630873E-04    2.616705E+02    2.966509E+02
   56600   2   -4.208093    1.854557E-04    1.649219E-04    2.608710E+02    2.933510E+02
   56601   2   -4.212276    1.859652E-04    1.665610E-04    2.601562E+02    2.904642E+02
   56602   2   -4.215831    1.863737E-04    1.679511E-04    2.595860E+02    2.880601E+02
   56603   2   -4.218759    1.866301E-04    1.690338E-04    2.592294E+02    2.862149E+02
   56604   2   -4.221057    1.866984E-04    1.697672E-04    2.591345E+02    2.849786E+02
   56605   2   -4.222727    1.865889E-04    1.701548E-04    2.592866E+02    2.843293E+02
   56606   2   -4.223767    1.863625E-04    1.702515E-04    2.596015E+02    2.841678E+02
   56607   2   -4.224178    1.860968E-04    1.701299E-04    2.599722E+02    2.843710E+02
   56608   2   -4.223960    1.763428E-04    1.599925E-04    2.743520E+02    3.023891E+02
   56609   2   -4.223113    1.768882E-04    1.598971E-04    2.735060E+02    3.025696E+02
   56610   2   -4.221636    1.774898E-04    1.597147E-04    2.725790E+02    3.029151E+02
   56611   2   -4.219531    1.780605E-04    1.593690E-04    2.717054E+02    3.035723E+02
   56612   2   -4.216798    1.785604E-04    1.588293E-04    2.709447E+02    3.046037E+02
   56613   2   -4.213436    1.789969E-04    1.581104E-04    2.702840E+02    3.059887E+02
   56614   2   -4.209448    1.793937E-04    1.572439E-04    2.696862E+02    3.076748E+02
   56615   2   -4.204835    1.797658E-04    1.562566E-04    2.691279E+02    3.096190E+02
   56616   2   -4.199600    1.801168E-04    1.551671E-04    2.686035E+02    3.117930E+02
   56617   2   -4.193747    1.804453E-04    1.539916E-04    2.681145E+02    3.141731E+02
   56618   2   -4.187281    1.807511E-04    1.527472E-04    2.676609E+02    3.167325E+02
   56619   2   -4.180209    1.810357E-04    1.514515E-04    2.672401E+02    3.194421E+02
   56620   2   -4.172540    1.813044E-04    1.501231E-04    2.668441E+02    3.222688E+02
   56621   2   -4.164285    1.815656E-04    1.487800E-04    2.664601E+02    3.251782E+02
   56622   2   -4.155457    1.818316E-04    1.474392E-04    2.660703E+02    3.281352E+02
   56623   2   -4.146072    1.821201E-04    1.461186E-04    2.656489E+02    3.311010E+02
   56624   2   -4.136148    1.823771E-04    1.447748E-04    2.652745E+02    3.341742E+02
   56625   2   -4.125705    1.807549E-04    1.419657E-04    2.676553E+02    3.407865E+02
   56626   2   -4.114769    1.613083E-04    1.254277E-04    2.999226E+02    3.857202E+02
   56887   2   -4.110317    1.575558E-04    1.217820E-04    3.070659E+02    3.972671E+02
   56888   2   -4.121897    1.807032E-04    1.415052E-04    2.677318E+02    3.418956E+02
   56889   2   -4.133013    1.823771E-04    1.447748E-04    2.652745E+02    3.341742E+02
   56890   2   -4.143639    1.820171E-04    1.464662E-04    2.657991E+02    3.303152E+02
   56891   2   -4.153747    1.818036E-04    1.482759E-04    2.661113E+02    3.262837E+02
   56892   2   -4.163315    1.817891E-04    1.502420E-04    2.661326E+02    3.220138E+02
   56893   2   -4.172323    1.819469E-04    1.523358E-04    2.659017E+02    3.175879E+02
   56894   2   -4.180751    1.822499E-04    1.545236E-04    2.654596E+02    3.130914E+02
   56895   2   -4.188584    1.826701E-04    1.567674E-04    2.648490E+02    3.086100E+02
   56896   2   -4.195808    1.831779E-04    1.590248E-04    2.641148E+02    3.042293E+02
   56897   2   -4.202411    1.837435E-04    1.612503E-04    2.633018E+02    3.000304E+02
   56898   2   -4.208384    1.843349E-04    1.633956E-04    2.624570E+02    2.960911E+02
   56899   2   -4.213719    1.849067E-04    1.653997E-04    2.616455E+02    2.925036E+02
   56900   2   -4.218409    1.853622E-04    1.671542E-04    2.610025E+02    2.894333E+02
   56901   2   -4.222450    1.855071E-04    1.684596E-04    2.607986E+02    2.871905E+02
   56902   2   -4.225839    1.850901E-04    1.690611E-04    2.613862E+02    2.861687E+02
   56903   2   -4.228572    1.839817E-04    1.688194E-04    2.629609E+02    2.865784E+02
   56904   2   -4.230648    1.823514E-04    1.678830E-04    2.653120E+02    2.881770E+02
   56905   2   -4.232066    1.806557E-04    1.666814E-04    2.678022E+02    2.902544E+02
   56906   2   -4.232824    1.794349E-04    1.657320E-04    2.696242E+02    2.919171E+02
   56907   2   -4.232922    1.696335E-04    1.567468E-04    2.852031E+02    3.086506E+02
   56908   2   -4.232361    1.710151E-04    1.574671E-04    2.828990E+02    3.072388E+02
   56909   2   -4.231141    1.730931E-04    1.586621E-04    2.795027E+02    3.049248E+02
   56910   2   -4.229262    1.753164E-04    1.598247E-04    2.759582E+02    3.027067E+02
   56911   2   -4.226725    1.771807E-04    1.605032E-04    2.730546E+02    3.014270E+02
   56912   2   -4.223532    1.784549E-04    1.605045E-04    2.711050E+02    3.014245E+02
   56913   2   -4.219686    1.792188E-04    1.599205E-04    2.699493E+02    3.025254E+02
   56914   2   -4.215189    1.796938E-04    1.589680E-04    2.692358E+02    3.043379E+02
   56915   2   -4.210046    1.800508E-04    1.578178E-04    2.687020E+02    3.065561E+02
   56916   2   -4.204262    1.803602E-04    1.565508E-04    2.682410E+02    3.090371E+02
   56917   2   -4.197844    1.806384E-04    1.552007E-04    2.678280E+02    3.117254E+02
   56918   2   -4.190801    1.808890E-04    1.537891E-04    2.674569E+02    3.145867E+02
   56919   2   -4.183142    1.811165E-04    1.523354E-04    2.671209E+02    3.175887E+02
   56920   2   -4.174882    1.813291E-04    1.508588E-04    2.668077E+02    3.206973E+02
   56921   2   -4.166033    1.815382E-04    1.493768E-04    2.665004E+02    3.238790E+02
   56922   2   -4.156615    1.817603E-04    1.479068E-04    2.661748E+02    3.270979E+02
   56923   2   -4.146645    1.820171E-04    1.464662E-04    2.657991E+02    3.303152E+02
   56924   2   -4.136147    1.822585E-04    1.450114E-04    2.654472E+02    3.336289E+02
   56925   2   -4.125145    1.803460E-04    1.418716E-04    2.682621E+02    3.410125E+02
   56926   2   -4.113666    1.572915E-04    1.224309E-04    3.075817E+02    3.951616E+02
   57186   2   -4.108198    1.482114E-04    1.139952E-04    3.264256E+02    4.244040E+02
   57187   2   -4.120277    1.799262E-04    1.402865E-04    2.688880E+02    3.448656E+02
   57188   2   -4.131916    1.826033E-04    1.444288E-04    2.649459E+02    3.349746E+02
   57189   2   -4.143082    1.821201E-04    1.461186E-04    2.656489E+02    3.311010E+02
   57190   2   -4.153746    1.817603E-04    1.479068E-04    2.661748E+02    3.270979E+02
   57191   2   -4.163883    1.816146E-04    1.498646E-04    2.663882E+02    3.228247E+02
   57192   2   -4.173466    1.816586E-04    1.519680E-04    2.663238E+02    3.183566E+02
   57193   2   -4.182475    1.818659E-04    1.541871E-04    2.660201E+02    3.137747E+02
   57194   2   -4.190888    1.822100E-04    1.564877E-04    2.655178E+02    3.091618E+02
   57195   2   -4.198689    1.826624E-04    1.588300E-04    2.648602E+02    3.046023E+02
   57196   2   -4.205863    1.831932E-04    1.611697E-04    2.640927E+02    3.001804E+02
   57197   2   -4.212395    1.837615E-04    1.634500E-04    2.632760E+02    2.959927E+02
   57198   2   -4.218275    1.842526E-04    1.655442E-04    2.625743E+02    2.922482E+02
   57199   2   -4.223494    1.842963E-04    1.670860E-04    2.625121E+02    2.895515E+02
   57200   2   -4.228044    1.831230E-04    1.673261E-04    2.641941E+02    2.891360E+02
   57201   2   -4.231918    1.798865E-04    1.654295E-04    2.689474E+02    2.924509E+02
   57202   2   -4.235112    1.744035E-04    1.611821E-04    2.774026E+02    3.001574E+02
   57203   2   -4.237622    1.675393E-04    1.553792E-04    2.887680E+02    3.113673E+02
   57204   2   -4.239445    1.608407E-04    1.494901E-04    3.007945E+02    3.236335E+02
   57205   2   -4.240579    1.558506E-04    1.450016E-04    3.104255E+02    3.336514E+02
   57206   2   -4.241024    1.536325E-04    1.429505E-04    3.149072E+02    3.384389E+02
   57207   2   -4.240778    1.474048E-04    1.382592E-04    3.282119E+02    3.499225E+02
   57208   2   -4.239842    1.523228E-04    1.422309E-04    3.176150E+02    3.401511E+02
   57209   2   -4.238217    1.592166E-04    1.478302E-04    3.038628E+02    3.272674E+02
   57210   2   -4.235904    1.665851E-04    1.536421E-04    2.904222E+02    3.148876E+02
   57211   2   -4.232906    1.728393E-04    1.582110E-04    2.799132E+02    3.057942E+02
   57212   2   -4.229226    1.770001E-04    1.606830E-04    2.733331E+02    3.010898E+02
   57213   2   -4.224869    1.791355E-04    1.611767E-04    2.700750E+02    3.001675E+02
   57214   2   -4.219839    1.800306E-04    1.604480E-04    2.687321E+02    3.015306E+02
   57215   2   -4.214144    1.804358E-04    1.591997E-04    2.681287E+02    3.038951E+02
   57216   2   -4.207793    1.807044E-04    1.577681E-04    2.677301E+02    3.066525E+02
   57217   2   -4.200796    1.809272E-04    1.562533E-04    2.674003E+02    3.096256E+02
   57218   2   -4.193164    1.811200E-04    1.546860E-04    2.671158E+02    3.127627E+02
   57219   2   -4.184913    1.812907E-04    1.530867E-04    2.668642E+02    3.160300E+02
   57220   2   -4.176058    1.814505E-04    1.514739E-04    2.666292E+02    3.193949E+02
   57221   2   -4.166618    1.816146E-04    1.498646E-04    2.663882E+02    3.228247E+02
   57222   2   -4.156615    1.818036E-04    1.482759E-04    2.661113E+02    3.262837E+02
   57223   2   -4.146071    1.820431E-04    1.467247E-04    2.657613E+02    3.297332E+02
   57224   2   -4.135014    1.822515E-04    1.451403E-04    2.654573E+02    3.333326E+02
   57225   2   -4.123471    1.792507E-04    1.410428E-04    2.699013E+02    3.430165E+02
   57226   2   -4.111472    1.479996E-04    1.151690E-04    3.268927E+02    4.200783E+02
   57485   2   -4.105061    1.306224E-04    9.984417E-05    3.703805E+02    4.845551E+02
   57486   2   -4.117613    1.774191E-04    1.375375E-04    2.726877E+02    3.517586E+02
