# ik  ibnd  E(eV)  inv_tau_SERTA(Ry)  inv_tau_MRTA(Ry)  tau_SERTA(fs)  tau_MRTA(fs)
   26502   2   -4.218410    1.853622E-04    1.671542E-04    2.610025E+02    2.894333E+02
   26503   2   -4.223495    1.842963E-04    1.670860E-04    2.625121E+02    2.895515E+02
   26504   2   -4.227495    1.823326E-04    1.659555E-04    2.653393E+02    2.915239E+02
   26505   2   -4.230380    1.795401E-04    1.638362E-04    2.694663E+02    2.952950E+02
   26506   2   -4.232131    1.768037E-04    1.615540E-04    2.736368E+02    2.994664E+02
   26507   2   -4.232735    1.752496E-04    1.601434E-04    2.760635E+02    3.021043E+02
   26508   2   -4.232189    1.753907E-04    1.600546E-04    2.758413E+02    3.022718E+02
   26509   2   -4.230497    1.767654E-04    1.608318E-04    2.736960E+02    3.008112E+02
   26510   2   -4.227673    1.782981E-04    1.614661E-04    2.713433E+02    2.996295E+02
   26511   2   -4.223741    1.791355E-04    1.611767E-04    2.700750E+02    3.001675E+02
   26512   2   -4.218730    1.792188E-04    1.599205E-04    2.699493E+02    3.025254E+02
   26513   2   -4.212678    1.789969E-04    1.581104E-04    2.702840E+02    3.059887E+02
   26514   2   -4.205629    1.788259E-04    1.560722E-04    2.705424E+02    3.099848E+02
   26515   2   -4.197634    1.788346E-04    1.539306E-04    2.705293E+02    3.142976E+02
   26516   2   -4.188749    1.790650E-04    1.517366E-04    2.701812E+02    3.188419E+02
   26517   2   -4.179034    1.795460E-04    1.495308E-04    2.694574E+02    3.235453E+02
   26518   2   -4.168551    1.803047E-04    1.473513E-04    2.683235E+02    3.283310E+02
   26519   2   -4.157367    1.813678E-04    1.452341E-04    2.667507E+02    3.331173E+02
   26520   2   -4.145549    1.827616E-04    1.432125E-04    2.647164E+02    3.378196E+02
   26521   2   -4.133165    1.844387E-04    1.412582E-04    2.623094E+02    3.424933E+02
   26522   2   -4.120284    1.829895E-04    1.367857E-04    2.643868E+02    3.536919E+02
   26523   2   -4.106973    1.453240E-04    1.058705E-04    3.329113E+02    4.569732E+02
   26790   2   -4.105379    1.397137E-04    1.083727E-04    3.462795E+02    4.464226E+02
   26791   2   -4.119088    1.881182E-04    1.489267E-04    2.571787E+02    3.248578E+02
   26792   2   -4.132384    1.914794E-04    1.546115E-04    2.526642E+02    3.129134E+02
   26793   2   -4.145200    1.903241E-04    1.565522E-04    2.541980E+02    3.090344E+02
   26794   2   -4.157468    1.893633E-04    1.584471E-04    2.554877E+02    3.053384E+02
   26795   2   -4.169118    1.886310E-04    1.603301E-04    2.564796E+02    3.017524E+02
   26796   2   -4.180084    1.880630E-04    1.621536E-04    2.572543E+02    2.983590E+02
   26797   2   -4.190300    1.876024E-04    1.638724E-04    2.578859E+02    2.952297E+02
   26798   2   -4.199703    1.872009E-04    1.654444E-04    2.584390E+02    2.924245E+02
   26799   2   -4.208232    1.868166E-04    1.668294E-04    2.589706E+02    2.899969E+02
   26800   2   -4.215832    1.863737E-04    1.679511E-04    2.595860E+02    2.880601E+02
   26801   2   -4.222451    1.855071E-04    1.684596E-04    2.607986E+02    2.871905E+02
   26802   2   -4.228045    1.831230E-04    1.673261E-04    2.641941E+02    2.891360E+02
   26803   2   -4.232573    1.779473E-04    1.633638E-04    2.718783E+02    2.961489E+02
   26804   2   -4.236003    1.702873E-04    1.568707E-04    2.841081E+02    3.084068E+02
   26805   2   -4.238313    1.624884E-04    1.500444E-04    2.977443E+02    3.224378E+02
   26806   2   -4.239485    1.573644E-04    1.455057E-04    3.074394E+02    3.324956E+02
   26807   2   -4.239511    1.566182E-04    1.448176E-04    3.089040E+02    3.340754E+02
   26808   2   -4.238394    1.602531E-04    1.479331E-04    3.018974E+02    3.270397E+02
   26809   2   -4.236141    1.666038E-04    1.532427E-04    2.903895E+02    3.157083E+02
   26810   2   -4.232770    1.729448E-04    1.581852E-04    2.797425E+02    3.058441E+02
   26811   2   -4.228308    1.770001E-04    1.606830E-04    2.733331E+02    3.010898E+02
   26812   2   -4.222788    1.784549E-04    1.605045E-04    2.711050E+02    3.014245E+02
   26813   2   -4.216250    1.785604E-04    1.588293E-04    2.709447E+02    3.046037E+02
   26814   2   -4.208740    1.784311E-04    1.566780E-04    2.711411E+02    3.087861E+02
   26815   2   -4.200311    1.784563E-04    1.544105E-04    2.711028E+02    3.133207E+02
   26816   2   -4.191019    1.787143E-04    1.521114E-04    2.707114E+02    3.180564E+02
   26817   2   -4.180925    1.792350E-04    1.498232E-04    2.699249E+02    3.229140E+02
   26818   2   -4.170092    1.800441E-04    1.475833E-04    2.687119E+02    3.278149E+02
   26819   2   -4.158585    1.811664E-04    1.454263E-04    2.670473E+02    3.326771E+02
   26820   2   -4.146472    1.826264E-04    1.433836E-04    2.649125E+02    3.374165E+02
   26821   2   -4.133821    1.843904E-04    1.414373E-04    2.623780E+02    3.420597E+02
   26822   2   -4.120697    1.833520E-04    1.372267E-04    2.638640E+02    3.525554E+02
   26823   2   -4.107168    1.397137E-04    1.083727E-04    3.462795E+02    4.464226E+02
   27089   2   -4.105204    1.453240E-04    1.058705E-04    3.329113E+02    4.569732E+02
   27090   2   -4.119106    1.833520E-04    1.372267E-04    2.638640E+02    3.525554E+02
   27091   2   -4.132618    1.912455E-04    1.544768E-04    2.529732E+02    3.131862E+02
   27092   2   -4.145674    1.901360E-04    1.565132E-04    2.544494E+02    3.091112E+02
   27093   2   -4.158208    1.892393E-04    1.585300E-04    2.556552E+02    3.051788E+02
   27094   2   -4.170153    1.885792E-04    1.605539E-04    2.565500E+02    3.013318E+02
   27095   2   -4.181440    1.880894E-04    1.625366E-04    2.572181E+02    2.976561E+02
   27096   2   -4.192007    1.877108E-04    1.644316E-04    2.577369E+02    2.942257E+02
   27097   2   -4.201789    1.873925E-04    1.661954E-04    2.581747E+02    2.911031E+02
   27098   2   -4.210725    1.870857E-04    1.677817E-04    2.585981E+02    2.883509E+02
   27099   2   -4.218760    1.866301E-04    1.690338E-04    2.592294E+02    2.862149E+02
   27100   2   -4.225840    1.850901E-04    1.690611E-04    2.613862E+02    2.861687E+02
   27101   2   -4.231919    1.798865E-04    1.654295E-04    2.689474E+02    2.924509E+02
   27102   2   -4.236955    1.686149E-04    1.558793E-04    2.869260E+02    3.103684E+02
   27103   2   -4.240914    1.526601E-04    1.417138E-04    3.169132E+02    3.413923E+02
   27104   2   -4.243768    1.367460E-04    1.273741E-04    3.537945E+02    3.798260E+02
   27105   2   -4.245497    1.253574E-04    1.170845E-04    3.859366E+02    4.132059E+02
   27106   2   -4.246091    1.208957E-04    1.131091E-04    4.001798E+02    4.277286E+02
   27107   2   -4.245545    1.239803E-04    1.160068E-04    3.902234E+02    4.170446E+02
   27108   2   -4.243864    1.338921E-04    1.250269E-04    3.613357E+02    3.869567E+02
   27109   2   -4.241062    1.482462E-04    1.378184E-04    3.263491E+02    3.510416E+02
   27110   2   -4.237160    1.627363E-04    1.502713E-04    2.972908E+02    3.219510E+02
   27111   2   -4.232187    1.728393E-04    1.582110E-04    2.799132E+02    3.057942E+02
   27112   2   -4.226179    1.771807E-04    1.605032E-04    2.730546E+02    3.014270E+02
   27113   2   -4.219177    1.780605E-04    1.593690E-04    2.717054E+02    3.035723E+02
   27114   2   -4.211231    1.780442E-04    1.571751E-04    2.717303E+02    3.078096E+02
   27115   2   -4.202393    1.781017E-04    1.548053E-04    2.716426E+02    3.125215E+02
   27116   2   -4.192720    1.783991E-04    1.524227E-04    2.711897E+02    3.174068E+02
   27117   2   -4.182274    1.789697E-04    1.500730E-04    2.703250E+02    3.223765E+02
   27118   2   -4.171118    1.798375E-04    1.477923E-04    2.690207E+02    3.273514E+02
   27119   2   -4.159315    1.810250E-04    1.456129E-04    2.672559E+02    3.322508E+02
   27120   2   -4.146934    1.825548E-04    1.435642E-04    2.650164E+02    3.369922E+02
   27121   2   -4.134039    1.912455E-04    1.544768E-04    2.529732E+02    3.131862E+02
   27122   2   -4.120697    1.881182E-04    1.489267E-04    2.571787E+02    3.248578E+02
   27123   2   -4.106973    1.386623E-04    1.075300E-04    3.489052E+02    4.499211E+02
   27388   2   -4.104674    1.418323E-04    1.032183E-04    3.411072E+02    4.687153E+02
   27389   2   -4.118744    1.829895E-04    1.367857E-04    2.643868E+02    3.536919E+02
   27390   2   -4.132446    1.843904E-04    1.414373E-04    2.623780E+02    3.420597E+02
   27391   2   -4.145717    1.825548E-04    1.435642E-04    2.650164E+02    3.369922E+02
   27392   2   -4.158491    1.889878E-04    1.583917E-04    2.559953E+02    3.054452E+02
   27393   2   -4.170701    1.883965E-04    1.605421E-04    2.567989E+02    3.013540E+02
   27394   2   -4.182282    1.879836E-04    1.626709E-04    2.573629E+02    2.974102E+02
   27395   2   -4.193170    1.876879E-04    1.647311E-04    2.577684E+02    2.936908E+02
   27396   2   -4.203302    1.874560E-04    1.666778E-04    2.580873E+02    2.902607E+02
   27397   2   -4.212617    1.872291E-04    1.684557E-04    2.584000E+02    2.871971E+02
   27398   2   -4.221058    1.866984E-04    1.697672E-04    2.591345E+02    2.849786E+02
   27399   2   -4.228573    1.839817E-04    1.688194E-04    2.629609E+02    2.865784E+02
   27400   2   -4.235113    1.744035E-04    1.611821E-04    2.774026E+02    3.001574E+02
   27401   2   -4.240634    1.548384E-04    1.438906E-04    3.124549E+02    3.362276E+02
   27402   2   -4.245100    1.292456E-04    1.206591E-04    3.743260E+02    4.009644E+02
   27403   2   -4.248482    1.053086E-04    9.873299E-05    4.594116E+02    4.900085E+02
   27408   2   -4.248584    1.023081E-04    9.662803E-05    4.728851E+02    5.006829E+02
   27409   2   -4.245249    1.245378E-04    1.169751E-04    3.884765E+02    4.135924E+02
   27410   2   -4.240834    1.483822E-04    1.382466E-04    3.260499E+02    3.499544E+02
   27411   2   -4.235371    1.665851E-04    1.536421E-04    2.904222E+02    3.148876E+02
   27412   2   -4.228897    1.753164E-04    1.598247E-04    2.759582E+02    3.027067E+02
   27413   2   -4.221457    1.774898E-04    1.597147E-04    2.725790E+02    3.029151E+02
   27414   2   -4.213100    1.776725E-04    1.575659E-04    2.722988E+02    3.070462E+02
   27415   2   -4.203880    1.777784E-04    1.551205E-04    2.721366E+02    3.118866E+02
   27416   2   -4.193854    1.781261E-04    1.526770E-04    2.716054E+02    3.168781E+02
   27417   2   -4.183083    1.787554E-04    1.502870E-04    2.706491E+02    3.219175E+02
   27418   2   -4.171630    1.796884E-04    1.479843E-04    2.692439E+02    3.269266E+02
   27419   2   -4.159559    1.889878E-04    1.583917E-04    2.559953E+02    3.054452E+02
   27420   2   -4.146934    1.901360E-04    1.565132E-04    2.544494E+02    3.091112E+02
   27421   2   -4.133820    1.914794E-04    1.546115E-04    2.526642E+02    3.129134E+02
   27422   2   -4.120284    1.878013E-04    1.485912E-04    2.576127E+02    3.255913E+02
   27423   2   -4.106386    1.350577E-04    1.046586E-04    3.582174E+02    4.622650E+02
   27687   2   -4.103785    1.357536E-04    9.868602E-05    3.563810E+02    4.902417E+02
   27688   2   -4.118001    1.822438E-04    1.360360E-04    2.654686E+02    3.556410E+02
   27689   2   -4.131871    1.844387E-04    1.412582E-04    2.623094E+02    3.424933E+02
   27690   2   -4.145331    1.826264E-04    1.433836E-04    2.649125E+02    3.374165E+02
   27691   2   -4.158317    1.810250E-04    1.456129E-04    2.672559E+02    3.322508E+02
   27692   2   -4.170766    1.796884E-04    1.479843E-04    2.692439E+02    3.269266E+02
   27693   2   -4.182612    1.877432E-04    1.625538E-04    2.576924E+02    2.976245E+02
   27694   2   -4.193792    1.875284E-04    1.647647E-04    2.579876E+02    2.936309E+02
   27695   2   -4.204244    1.873832E-04    1.668815E-04    2.581875E+02    2.899063E+02
   27696   2   -4.213908    1.872371E-04    1.688389E-04    2.583890E+02    2.865454E+02
   27697   2   -4.222728    1.865889E-04    1.701548E-04    2.592866E+02    2.843293E+02
   27698   2   -4.230649    1.823514E-04    1.678830E-04    2.653120E+02    2.881770E+02
   27699   2   -4.237623    1.675393E-04    1.553792E-04    2.887680E+02    3.113673E+02
   27700   2   -4.243604    1.392476E-04    1.298552E-04    3.474388E+02    3.725688E+02
   27701   2   -4.248555    1.053645E-04    9.872670E-05    4.591680E+02    4.900397E+02
   27709   2   -4.248689    1.008539E-04    9.564637E-05    4.797038E+02    5.058216E+02
   27710   2   -4.243782    1.326338E-04    1.245818E-04    3.647636E+02    3.883392E+02
   27711   2   -4.237853    1.592166E-04    1.478302E-04    3.038628E+02    3.272674E+02
   27712   2   -4.230939    1.730931E-04    1.586621E-04    2.795027E+02    3.049248E+02
   27713   2   -4.223087    1.768882E-04    1.598971E-04    2.735060E+02    3.025696E+02
   27714   2   -4.214347    1.773263E-04    1.578582E-04    2.728304E+02    3.064775E+02
   27715   2   -4.204772    1.774937E-04    1.553633E-04    2.725731E+02    3.113992E+02
   27716   2   -4.194421    1.779011E-04    1.528818E-04    2.719488E+02    3.164536E+02
   27717   2   -4.183353    1.877432E-04    1.625538E-04    2.576924E+02    2.976245E+02
   27718   2   -4.171630    1.883965E-04    1.605421E-04    2.567989E+02    3.013540E+02
   27719   2   -4.159315    1.892393E-04    1.585300E-04    2.556552E+02    3.051788E+02
   27720   2   -4.146472    1.903241E-04    1.565522E-04    2.541980E+02    3.090344E+02
   27721   2   -4.133165    1.915763E-04    1.545393E-04    2.525365E+02    3.130595E+02
   27722   2   -4.119456    1.867885E-04    1.476237E-04    2.590095E+02    3.277251E+02
   27723   2   -4.105406    1.286715E-04    9.959036E-05    3.759962E+02    4.857900E+02
   27986   2   -4.102536    1.266468E-04    9.196067E-05    3.820072E+02    5.260945E+02
   27987   2   -4.116876    1.808869E-04    1.348046E-04    2.674599E+02    3.588898E+02
   27988   2   -4.130890    1.845332E-04    1.410824E-04    2.621751E+02    3.429201E+02
   27989   2   -4.144514    1.827616E-04    1.432125E-04    2.647164E+02    3.378196E+02
   27990   2   -4.157688    1.811664E-04    1.454263E-04    2.670473E+02    3.326771E+02
   27991   2   -4.170347    1.798375E-04    1.477923E-04    2.690207E+02    3.273514E+02
   27992   2   -4.182430    1.787554E-04    1.502870E-04    2.706491E+02    3.219175E+02
   27993   2   -4.193873    1.779011E-04    1.528818E-04    2.719488E+02    3.164536E+02
   27994   2   -4.204616    1.871706E-04    1.668019E-04    2.584807E+02    2.900447E+02
   27995   2   -4.214600    1.871071E-04    1.689264E-04    2.585684E+02    2.863970E+02
   27996   2   -4.223768    1.863625E-04    1.702515E-04    2.596015E+02    2.841678E+02
   27997   2   -4.232067    1.806557E-04    1.666814E-04    2.678022E+02    2.902544E+02
   27998   2   -4.239446    1.608407E-04    1.494901E-04    3.007945E+02    3.236335E+02
   27999   2   -4.245861    1.249687E-04    1.167692E-04    3.871368E+02    4.143217E+02
   28010   2   -4.245999    1.185740E-04    1.121644E-04    4.080151E+02    4.313313E+02
   28011   2   -4.239628    1.523228E-04    1.422309E-04    3.176150E+02    3.401511E+02
   28012   2   -4.232302    1.710151E-04    1.574671E-04    2.828990E+02    3.072388E+02
   28013   2   -4.224066    1.763428E-04    1.599925E-04    2.743520E+02    3.023891E+02
   28014   2   -4.214970    1.770184E-04    1.580646E-04    2.733050E+02    3.060773E+02
   28015   2   -4.205070    1.871706E-04    1.668019E-04    2.584807E+02    2.900447E+02
   28016   2   -4.194421    1.875284E-04    1.647647E-04    2.579876E+02    2.936309E+02
   28017   2   -4.183083    1.879836E-04    1.626709E-04    2.573629E+02    2.974102E+02
   28018   2   -4.171117    1.885792E-04    1.605539E-04    2.565500E+02    3.013318E+02
   28019   2   -4.158585    1.893633E-04    1.584471E-04    2.554877E+02    3.053384E+02
   28020   2   -4.145549    1.903884E-04    1.563841E-04    2.541122E+02    3.093664E+02
   28021   2   -4.132070    1.915236E-04    1.542505E-04    2.526060E+02    3.136456E+02
   28022   2   -4.118210    1.848238E-04    1.458262E-04    2.617629E+02    3.317649E+02
   28023   2   -4.104029    1.192028E-04    9.210845E-05    4.058630E+02    5.252504E+02
   28285   2   -4.100919    1.140515E-04    8.271823E-05    4.241944E+02    5.848771E+02
   28286   2   -4.115364    1.784818E-04    1.327646E-04    2.710640E+02    3.644043E+02
   28287   2   -4.129499    1.846522E-04    1.408888E-04    2.620061E+02    3.433914E+02
   28288   2   -4.143265    1.829595E-04    1.430462E-04    2.644301E+02    3.382123E+02
   28289   2   -4.156601    1.813678E-04    1.452341E-04    2.667507E+02    3.331173E+02
   28290   2   -4.169445    1.800441E-04    1.475833E-04    2.687119E+02    3.278149E+02
   28291   2   -4.181736    1.789697E-04    1.500730E-04    2.703250E+02    3.223765E+02
   28292   2   -4.193414    1.781261E-04    1.526770E-04    2.716054E+02    3.168781E+02
   28293   2   -4.204419    1.774937E-04    1.553633E-04    2.725731E+02    3.113992E+02
   28294   2   -4.214693    1.770184E-04    1.580646E-04    2.733050E+02    3.060773E+02
   28295   2   -4.224179    1.860968E-04    1.701299E-04    2.599722E+02    2.843710E+02
   28296   2   -4.232825    1.794349E-04    1.657320E-04    2.696242E+02    2.919171E+02
   28297   2   -4.240580    1.558506E-04    1.450016E-04    3.104255E+02    3.336514E+02
   28298   2   -4.247400    1.142719E-04    1.068485E-04    4.233763E+02    4.527906E+02
